id_poliza,numero_poliza,id_cliente,tipo_cliente,documento_cliente,nombre_cliente,segmento,canal_origen,intermediario_id,intermediario_nombre,linea_negocio,producto,plan,moneda,suma_asegurada,deducible,coberturas_clave,fecha_inicio_vigencia,fecha_fin_vigencia,ciclo,estado_poliza,renovable,fecha_renovacion_estimada,estado_renovacion,motivo_no_renovacion,prima_neta,impuestos,prima_total,forma_pago,frecuencia_pago,estado_pago,dias_mora,valor_en_mora,fecha_ultimo_pago,numero_siniestros_12m,valor_siniestros_12m,ratio_siniestralidad_12m,score_riesgo,score_renovacion,categoria_prioridad,asesor_asignado_id,asesor_asignado_nombre,fecha_ultima_gestion,resultado_ultima_gestion,proxima_accion,fecha_proxima_accion,observaciones,telefono_cliente,email_cliente,ciudad_cliente,departamento_cliente,created_at,updated_at,fuente_dato,version_registro,antiguedad_cliente_meses,valor_total_primas_cliente,n_polisas_activas_cliente,lifetime_value_estimado,prob_churn,motivo_riesgo_churn,fecha_envio_cotizacion,fecha_respuesta_cliente,estado_cotizacion,competidor_reportado,descuento_ofrecido_pct,incremento_prima_pct,razon_ajuste_prima,metodo_recaudo,banco_recaudo,referencia_recaudo,promesa_pago_fecha,promesa_pago_valor,cobranza_etapa,cobranza_ult_gestion_fecha,cobranza_ult_resultado,semáforo_vencimiento,dias_para_vencimiento,ventana_renovacion_dias,kpi_retencion_cliente,kpi_retencion_producto,kpi_retencion_asesor,kpi_tiempo_promedio_renovacion_dias,kpi_contactabilidad,kpi_tasa_mora,kpi_siniestros_promedio_12m,kpi_ratio_siniestralidad_producto,riesgo_fraude_score,riesgo_fraude_flag,riesgo_cobertura_inadecuada_flag,nps_ultimo,csat_ultimo,quejas_12m,pqr_12m,reclamos_12m,canal_preferido_contacto,horario_preferido_contacto,idioma_preferido,consentimiento_marketing,consentimiento_whatsapp,consentimiento_email,broker_score,broker_tipo,broker_comision_pct,broker_comision_valor,campaña_actual,lead_source,utm_source,utm_medium,utm_campaign,ultima_interaccion_canal,ultima_interaccion_fecha,ultima_interaccion_detalle,sla_respuesta_horas,sla_cumplido_flag,prioridad_operativa,estado_documentacion,documentos_faltantes,fecha_ultima_actualizacion_docs,tipo_factura,numero_factura,fecha_factura,fecha_venc_factura,anexo_renovacion_flag,fecha_emision_anexo,motivo_anexo,usuario_aprueba_anexo,riesgo_operacional_flag,riesgo_operacional_detalle,alertas_activas,alerta_principal,geoloc_lat,geoloc_lon,zona_riesgo_geo,indice_climatico_zona,canal_pago_preferido,autopago_flag,autopago_fecha_activacion,ticket_soporte_abierto_flag,ticket_soporte_id,ticket_soporte_estado,custom_field_001,custom_field_002,custom_field_003,custom_field_004,custom_field_005,custom_field_006,custom_field_007,custom_field_008,custom_field_009,custom_field_010,custom_field_011,custom_field_012,custom_field_013,custom_field_014,custom_field_015,custom_field_016,custom_field_017,custom_field_018,custom_field_019,custom_field_020,custom_field_021,custom_field_022,custom_field_023,custom_field_024,custom_field_025,custom_field_026,custom_field_027,custom_field_028,custom_field_029,custom_field_030,custom_field_031,custom_field_032,custom_field_033,custom_field_034,custom_field_035,custom_field_036,custom_field_037,custom_field_038,custom_field_039,custom_field_040,custom_field_041,custom_field_042,custom_field_043,custom_field_044,custom_field_045,custom_field_046,custom_field_047,custom_field_048,custom_field_049,custom_field_050,custom_field_051,custom_field_052,custom_field_053,custom_field_054,custom_field_055,custom_field_056,custom_field_057,custom_field_058,custom_field_059
POL463SDYGFLI,5375250-59,CLIEFQJG02U1G,natural,1628680084,Valentina Rojas,PYME,Alianza,,,Pyme,Pyme Integral,B,COP,6871500.0,10%,basica+asistencia,2025-10-09,2026-10-09,anual,vigente,sí,2026-10-09,pendiente,,4647200.0,770300.0,5417500.0,financiado,trimestral,al_dia,0,0.0,2026-01-14,0,0.0,0.0,37,38,C,ASES001,Laura Gómez,2025-12-23,interesado,email,2026-02-03,,+573353932473,valentina.rojas39@example.com,Cali,Valle del Cauca,2025-02-06,2025-12-28,core,5,97,19977500.0,6,61908000.0,0.319,mora,,,,,0.0,0.1352,Ajuste técnico,PSE,BBVA,RECNH8RQ9NZ6,,0.0,normal,,,verde,261,45,0.853,0.7336,0.7824,10,0.7167,0.0994,0.464,0.2718,8,no,no,65,87,0,0,0,,noche,es,no,sí,no,79,,0.0,0.0,Cross-sell,,meta,organic,brand,portal,2026-01-14,pago,63,no,alta,en_revision,certificado_bancario,2025-10-10,electrónica,FACQSQCQ30O3,2025-12-25,2026-01-08,sí,2025-11-28,ajuste_prima,u_admin,sí,validacion_doc,3,mora,7.396231,-75.071582,media,0.8877,Transferencia,sí,2025-11-13,no,,,8835,,0.0848,,tag_b,,3648,0.9866,0.3743,tag_b,8920,,,,,,,0.3706,0.8128,,256,,,7314,797,,,,,0.9472,0.986,,flag_no,0.7534,5224,5253,,0.3763,NA,,,,flag_no,6999,768,tag_b,0.0835,,,,,0.7771,,0.5584,,7586,0.4242,6824,2196
POL0UR5L8A78E,9034958-41,CLI4D0GJYV5G1,jurídica,906470106,Empresa López S.A.S.,Masivo,Alianza,,,Hogar,Hogar Total,C,COP,8976100.0,0,basica,2024-12-06,2025-12-06,anual,vencida,sí,2025-12-06,pendiente,,1374700.0,214300.0,1589000.0,contado,trimestral,al_dia,0,0.0,2026-01-09,0,0.0,0.0,61,45,B,ASES004,Carlos Díaz,2026-01-01,no_contactado,visita,2026-02-01,Pendiente documentos,+573592790631,empresa.lopez42@example.com,Medellín,Antioquia,2025-05-15,2025-12-22,batch_import,4,71,6789900.0,6,13419500.0,0.2423,,,,,,0.0,0.0618,,Débito automático,Davivienda,RECATVZKHIUI,,0.0,normal,,,rojo,-46,45,0.8278,0.7127,0.8417,11,0.8977,0.2167,1.777,0.0919,21,no,no,83,76,0,1,1,llamada,noche,es,sí,sí,sí,76,,0.0,0.0,Renueva 2026,,google,cpc,q1_2026,whatsapp,2025-12-26,pago,30,no,alta,en_revision,camara_comercio,2026-01-20,electrónica,FACSNWYWRRAT,2026-01-20,2026-01-31,no,,,,no,,0,,10.759031,-77.26262,alta,0.8911,Transferencia,sí,2025-11-28,sí,TCKSIWJM2C8QI,en_progreso,,,2807,,0.5843,5427,1562,0.9012,0.0454,,0.281,9286,,,,NA,539,,0.9504,,,,0.8903,0.4557,tag_a,,,0.6201,,0.2774,,0.1881,,flag_si,,flag_si,,,,9758,,0.4637,,,tag_b,,6150,,6227,,4037,1344,,,0.3534,,,,
POLO20U9ISYGJ,5503118-73,CLIPUSDDTV25A,natural,369075156,Andrés García,PYME,Broker,BRKT75PB8Z3,Broker Andes,Salud,Salud Premium,C,COP,26247900.0,0,ampliada,2024-12-23,2025-12-23,anual,vencida,sí,2025-12-23,pendiente,,1069300.0,175100.0,1244400.0,recaudo,anual,al_dia,0,0.0,2025-12-27,3,1665800.0,1.3386,72,50,B,ASES004,Carlos Díaz,2026-01-15,no_contactado,visita,2026-01-22,Enviar propuesta,+573296311802,andres.garcia54@example.com,Barranquilla,Atlántico,2025-01-30,2026-01-01,batch_import,5,23,7246000.0,3,13552400.0,0.0722,,,,,,0.0,0.2062,Ajuste técnico,Transferencia,BBVA,RECPP3XVKVZR,,0.0,normal,,,rojo,-29,45,0.8108,0.9138,0.7284,7,0.6808,0.1438,0.475,0.3421,0,no,no,57,58,2,0,0,llamada,noche,en,sí,no,sí,97,,0.052,55600.0,Cross-sell,,google,,renewals,portal,2025-12-01,soporte,9,sí,media,en_revision,certificado_bancario,2026-01-04,,,,,no,,,,sí,datos_inconsistentes,1,siniestro,9.484427,-72.069981,media,0.1504,PSE,no,,no,,,,9227,tag_b,tag_a,tag_b,,,,9142,9424,,,,8199,,tag_b,,,flag_si,0.4505,5707,,,,,,,5225,,,370,0.1292,2692,flag_no,,5422,7570,,,,7080,,3232,,,,,,1025,8796,,,,,0.9541,,9780,,
POLPENGWYX9TR,3353785-33,CLIZKWDEEKGYS,jurídica,966271601,Empresa Rojas S.A.S.,PYME,Alianza,,,Autos,Auto Básico,C,COP,17934900.0,$1.000.000,premium,2024-03-01,2025-03-01,anual,vencida,sí,2025-03-01,en_gestion,,764700.0,126700.0,891400.0,financiado,anual,al_dia,0,0.0,2025-11-20,1,824800.0,0.9253,40,56,B,ASES004,Carlos Díaz,2025-12-24,no_interesado,email,2026-01-24,Enviar propuesta,+573929347423,empresa.rojas46@example.com,Bogotá,Cundinamarca,2025-12-30,2025-12-28,batch_import,5,100,3312000.0,3,8103500.0,0.2091,,,,,,0.0,0.1027,Siniestralidad,Efectivo,Bancolombia,RECJTGQ01TEE,,0.0,normal,,,rojo,-326,45,0.7853,0.7558,0.7188,15,0.8129,0.129,0.8,0.0,36,no,sí,96,80,1,1,0,llamada,,es,no,sí,sí,93,,0.0,0.0,,broker,linkedin,cpc,,whatsapp,2025-12-03,pago,27,no,baja,en_revision,soat,2025-10-03,,,,,no,,,,sí,recaudo,1,vencimiento,4.072122,-77.341695,baja,0.7551,,no,,no,,,NA,flag_si,,0.7837,,,,2174,,4055,0.3965,8019,,6786,,,0.6221,0.8624,,6046,,,1526,7511,5869,0.9495,0.1471,,flag_no,,,,,,0.9266,0.4921,0.2582,0.4591,,7529,,flag_no,,,flag_no,flag_no,0.98,,0.4926,0.3288,,,,2711,,3836,,,
POLL5E11E9FTA,3753418-66,CLIAZ39PECN0D,natural,1358791609,Mateo López,Masivo,Broker,BRKCDPQVL00,Broker Andes,Vida,Vida Grupo,A,COP,7623700.0,0,ampliada,2025-11-12,2026-11-12,anual,vigente,sí,2026-11-12,aceptada,,792200.0,99900.0,892100.0,recaudo,mensual,al_dia,0,0.0,2025-10-17,0,0.0,0.0,35,72,C,ASES001,Laura Gómez,2025-12-15,no_interesado,visita,2026-02-04,Cliente solicita ajuste de cobertura,+573162536735,mateo.lopez53@example.com,Cartagena,Bolívar,2025-03-22,2026-01-19,core,3,31,3099500.0,1,5438000.0,0.2697,,2026-01-11,2026-01-17,enviada,,0.0297,0.124,Siniestralidad,Efectivo,Bancolombia,REC4XKSS0KB6,,0.0,normal,,,verde,295,45,0.8246,0.5617,0.8329,9,0.7572,0.2364,1.126,0.1183,1,no,sí,38,100,0,0,0,email,tarde,en,no,sí,sí,65,,0.0476,37700.0,,web,google,cpc,q1_2026,email,2026-01-08,consulta renovación,8,sí,media,en_revision,soat,2025-11-02,,,,,no,,,,no,,3,mora,4.351481,-75.967753,alta,0.177,,sí,2025-09-01,sí,TCKLSH3TOW4YC,,,,,0.7483,,,4403,1934,0.1845,,0.2093,,,9447,8128,,,,6024,,0.3705,0.4845,1889,,,,0.6183,,,,,flag_si,6870,,,0.3689,,0.4625,1956,,0.7475,,0.0367,tag_b,,,,0.2524,,130,,,0.7133,3974,,8083,flag_no,8954,0.8952
POLP89FKBI4O6,8691649-20,CLIWYAM1N0LH9,natural,1095397863,Laura García,Corporate,Broker,BRKRNPM6JQF,Broker Norte,Vida,Vida Individual,A,COP,14990200.0,$1.000.000,basica+asistencia,2024-05-07,2025-05-07,anual,vencida,no,,,,8827500.0,1140100.0,9967600.0,financiado,anual,al_dia,0,0.0,2025-10-05,0,0.0,0.0,82,13,A,ASES003,Diana Rojas,2025-12-27,interesado,visita,2026-02-05,Pendiente documentos,+573684205125,laura.garcia51@example.com,Medellín,Antioquia,2025-02-03,2026-01-12,core,2,40,33059900.0,1,46547300.0,0.0827,,,,,,0.0,0.0234,IPC,Débito automático,Davivienda,REC2VFFQOT8H,,0.0,normal,,,rojo,-259,45,0.7501,0.7897,1.0,13,0.6139,0.2666,0.506,0.1097,31,no,no,22,75,0,0,0,email,tarde,es,no,no,sí,69,persona,0.1283,1132600.0,Winback,referido,google,,,llamada,2026-01-15,cambio cobertura,14,sí,alta,completa,,2026-01-20,electrónica,FAC39E3NWXUJ,2026-01-12,2026-01-23,sí,2025-12-27,,u_operaciones,sí,datos_inconsistentes,0,,3.958097,-72.6021,baja,0.5936,Transferencia,sí,2025-10-27,no,,,,,,,0.3631,,8907,0.6459,tag_a,,0.5708,,5269,,,,,0.3561,0.9865,,NA,,3813,flag_si,,,,0.6058,3594,6363,,0.2372,0.1018,,5878,0.1529,,9300,9225,tag_b,,,,,326,,,0.246,,,5301,,,2320,0.1607,0.1866,0.2851,tag_a,6481
POLVGLYE088O9,1543292-33,CLI828XG8Y72I,natural,1987914506,Laura Pérez,Masivo,Broker,BRKDHW9RE2Q,Broker Capital,Pyme,Pyme Multirriesgo,C,COP,2097200.0,0,basica+asistencia,2025-09-22,2025-12-21,trimestral,vencida,sí,2025-12-21,pendiente,,1667300.0,240600.0,1907900.0,contado,trimestral,al_dia,0,0.0,2025-11-01,0,0.0,0.0,62,60,B,ASES001,Laura Gómez,2025-12-12,interesado,enviar_cotizacion,2026-01-22,Pendiente documentos,+573237184468,laura.perez82@example.com,Bucaramanga,Santander,2025-03-31,2026-01-01,crm,2,70,5488500.0,4,16542800.0,0.2085,,,,,,0.0,0.0216,Siniestralidad,PSE,BBVA,RECJDAN085RN,,0.0,normal,,,rojo,-31,45,0.6898,0.7948,0.8582,5,0.7758,0.0071,0.667,0.012,9,no,sí,52,67,0,1,0,,mañana,es,sí,sí,no,62,persona,0.0747,124500.0,,referido,google,cpc,brand,portal,2025-12-07,consulta renovación,56,no,baja,completa,,2025-11-05,manual,FACFDHGZZ0JK,2025-12-22,2026-01-07,sí,2025-12-02,,u_operaciones,sí,datos_inconsistentes,0,,5.239833,-73.267789,media,0.187,PSE,no,,no,,,,,,,,,,0.5326,1404,8871,,0.0518,,,,,tag_b,3860,,,0.3366,8226,8467,0.1344,2415,,0.0634,,flag_no,0.99,,,tag_b,,0.3224,,5238,0.8099,0.2546,,,,,,,0.6815,0.7602,8561,0.5956,,,9546,0.4716,flag_si,1654,0.4118,0.3489,0.9295,0.8306
POL6A3KKRZD5E,8434162-51,CLIJFVYB6LI07,natural,1309182784,Camila Díaz,Masivo,Alianza,,,Salud,Salud Premium,Platinum,COP,6846000.0,$1.000.000,basica,2025-05-18,2025-08-16,trimestral,cancelada,no,,,,1782200.0,308600.0,2090800.0,financiado,mensual,en_mora,106,169200.0,2025-10-12,0,0.0,0.0,57,59,B,ASES002,Juan Pérez,2026-01-17,interesado,whatsapp,2026-02-03,Enviar propuesta,+573095871030,camila.diaz25@example.com,Cartagena,Bolívar,2025-03-26,2026-01-04,broker,3,48,7200600.0,4,11581800.0,0.3201,competencia,,,,,0.0,-0.0134,,PSE,Davivienda,RECG34IQ7ZJ3,2026-01-30,118200.0,preventiva,2026-01-21,no_contactado,rojo,-158,45,0.9161,0.7492,0.6973,5,0.3994,0.1119,0.709,0.5318,28,no,no,51,83,0,0,0,llamada,noche,es,sí,sí,sí,64,,0.0,0.0,Cross-sell,referido,meta,organic,brand,portal,2025-12-20,consulta renovación,2,sí,media,completa,,2025-10-31,electrónica,FACVAJ2K8XPN,2025-12-08,2026-01-16,no,,,,sí,,2,,9.516598,-73.841415,alta,0.5231,Transferencia,sí,2026-01-18,no,,,tag_a,0.2322,,4895,,,,,0.8996,0.3839,,,,,,,0.5436,,9552,9372,0.9065,,8759,7794,0.6242,8311,,,9146,,,,,0.1169,0.9398,,5499,3641,,5031,,0.6277,,7598,0.3349,,0.1393,1166,,,,8680,,,0.794,,,,7496
POLEPPPRAT086,9909268-34,CLI9LCQH1UF22,natural,1355799922,Miguel Martínez,Masivo,Broker,BRKFT6YRIAD,Broker Andes,Vida,Vida Grupo,Platinum,COP,19362400.0,5%,basica+asistencia,2026-01-31,2027-01-31,anual,vigente,sí,2027-01-31,pendiente,,2299100.0,292400.0,2591500.0,contado,mensual,al_dia,0,0.0,2025-12-13,2,4079000.0,1.574,35,46,C,ASES002,Juan Pérez,2026-01-17,contactado,visita,2026-01-31,Revisar mora,+573267171793,miguel.martinez29@example.com,Cartagena,Bolívar,2025-03-25,2026-01-05,crm,1,30,5498100.0,2,9268400.0,0.3612,precio,,,,,0.0,0.0731,,Efectivo,Banco de Bogotá,REC59M6MG87O,,0.0,normal,,,verde,375,45,0.9309,0.8909,0.7257,10,0.5212,0.099,0.785,0.3804,30,no,no,55,73,1,1,0,email,mañana,en,no,sí,sí,82,persona,0.115,264400.0,Renueva 2026,web,google,cpc,q1_2026,portal,2025-12-24,cambio cobertura,16,sí,baja,incompleta,certificado_bancario,2025-10-24,electrónica,FACHYAPDSWZP,2026-01-08,2026-02-19,sí,2025-12-16,actualizacion_datos,u_admin,no,,1,,9.378363,-76.675454,baja,0.2293,Tarjeta,sí,2025-07-22,no,,,,4192,7483,tag_a,,,0.4009,0.462,0.9473,,6979,1556,0.1534,0.5862,,,5384,,,1522,,,,,,0.5059,7835,0.6115,2732,,960,flag_no,,0.0181,,7178,,,,,2140,,,0.8721,,,202,8598,0.9321,9257,,tag_a,,1560,,7895,,6305,
POLIQ2Q4QERXD,7917892-14,CLI45CRI8BIXO,jurídica,800045557,Empresa Torres S.A.S.,PYME,Broker,BRK2EV5S4TL,Broker Norte,Cumplimiento,Cumplimiento Contratos,A,COP,2364600.0,$500.000,ampliada,2025-11-15,2026-11-15,anual,vigente,sí,2026-11-15,aceptada,,4326200.0,689400.0,5015600.0,recaudo,anual,al_dia,0,0.0,2025-11-24,2,1726400.0,0.3442,89,89,C,ASES003,Diana Rojas,2025-12-29,contactado,email,2026-02-05,Enviar propuesta,+573850170825,empresa.torres78@example.com,Bogotá,Cundinamarca,2025-11-27,2026-01-13,crm,2,22,17364600.0,6,50492400.0,0.3712,competencia,2026-01-11,2026-01-06,enviada,,0.086,0.0481,Cambio cobertura,PSE,Bancolombia,REC1HM38KSZB,,0.0,normal,,,verde,298,45,0.8859,0.7973,0.7497,4,0.6296,0.2735,0.57,0.0,6,no,no,32,63,2,2,0,whatsapp,,es,sí,no,sí,68,persona,0.1411,610400.0,Renueva 2026,,google,,,llamada,2025-12-21,consulta renovación,68,no,baja,completa,,2025-11-12,manual,FAC4RS7GU0EN,2025-11-06,2025-12-06,no,,,,no,,4,vencimiento,6.192022,-77.198811,media,0.3352,Transferencia,no,,no,,,2173,flag_no,,5281,5771,9548,6839,8747,,0.1409,0.1764,,,,3275,,0.4984,tag_a,,,0.4189,,,,,9205,0.9148,9195,,,0.3624,769,tag_b,,0.5806,9046,,3327,7259,0.6323,0.0131,6025,0.6635,,3170,,,3063,NA,,,,,,0.178,,,flag_si,
POLDHHLMH1T93,1147701-24,CLIUM2LHGCSOT,natural,526143130,Mateo Rojas,PYME,Directo,,,Salud,Salud Complementaria,Platinum,COP,1058700.0,$1.000.000,premium,2024-10-27,2025-10-27,anual,vencida,sí,2025-10-27,aceptada,,1046000.0,194700.0,1240700.0,contado,anual,al_dia,0,0.0,2025-11-13,1,334800.0,0.2698,43,65,B,ASES003,Diana Rojas,2026-01-20,reagenda,visita,2026-02-07,Revisar mora,+573658956535,mateo.rojas80@example.com,Cartagena,Bolívar,2025-01-26,2025-12-24,batch_import,1,88,3872300.0,1,6477700.0,0.0861,,2025-12-27,2026-01-07,enviada,,0.0584,0.03,Siniestralidad,Efectivo,,RECCD81TWHWH,,0.0,normal,,,rojo,-86,45,0.6537,0.6659,0.7576,10,0.7235,0.1196,0.625,0.325,35,no,sí,62,76,0,0,0,llamada,mañana,en,no,sí,sí,72,,0.0,0.0,Winback,,google,organic,brand,portal,2025-12-28,cambio cobertura,52,no,media,incompleta,cedula,2025-12-03,,,,,sí,2025-11-14,actualizacion_datos,u_admin,sí,validacion_doc,2,,7.518729,-77.138602,baja,0.7755,Tarjeta,no,,sí,TCKK7N3BFH024,cerrado,,,6456,,tag_a,,5633,,0.2707,0.644,,,4140,,,0.4087,0.0254,0.1562,NA,,,,,,7982,tag_a,,1639,,,,,,9571,,5182,flag_no,,,,7145,,,5432,0.716,,,,2879,1343,0.6589,0.0271,,,,0.222,,,
POLESDNAI89Y1,3355029-67,CLIBJ6TXFO6V4,natural,1226242936,Andrés Rodríguez,Masivo,Directo,,,Pyme,Pyme Multirriesgo,Silver,COP,36460800.0,$500.000,basica+asistencia,2025-06-30,2026-06-30,anual,vigente,sí,2026-06-30,pendiente,,2414300.0,418400.0,2832700.0,recaudo,trimestral,al_dia,0,0.0,2025-12-19,0,0.0,0.0,57,59,C,ASES003,Diana Rojas,2026-01-07,contactado,email,2026-02-07,Pendiente documentos,+573708039640,andres.rodriguez19@example.com,Bucaramanga,Santander,2025-07-11,2026-01-10,core,5,75,10542600.0,2,21784400.0,0.2401,,,,,,0.0,0.1951,Ajuste técnico,Transferencia,Banco de Bogotá,REC75BXD8WJ0,,0.0,normal,,,verde,160,45,0.7207,0.7084,0.9321,2,0.7935,0.027,1.323,0.0,0,no,sí,19,73,0,2,0,email,,es,sí,sí,no,67,,0.0,0.0,,,google,organic,,llamada,2026-01-07,consulta renovación,66,no,baja,incompleta,camara_comercio,2026-01-02,electrónica,FACFV3XOLEYR,2025-11-07,2025-11-27,no,,,,sí,recaudo,0,,8.344681,-76.372586,baja,0.2931,,sí,2025-11-14,sí,TCK6FF7SO8W50,cerrado,,0.4361,9546,0.2945,,4333,,7429,1127,,,,,0.9485,,,,,,639,0.7636,,0.1401,,9887,,,tag_b,,,,,,0.8685,0.4874,,9439,,,,,0.8946,,0.7999,,,116,1930,,,,0.4252,,,,4281,0.0225,,
POLQZFHOMTZZF,1088762-21,CLINTJLMZ04X0,natural,1998273049,Andrés Rojas,Masivo,Directo,,,Salud,Salud Premium,B,COP,13545300.0,5%,ampliada,2024-04-26,2024-10-23,semestral,vencida,no,,,,1922800.0,328300.0,2251100.0,financiado,trimestral,en_mora,52,872700.0,2025-11-16,1,0.0,0.0,58,58,B,ASES003,Diana Rojas,2025-12-14,contactado,email,2026-02-06,Enviar propuesta,+573467482967,andres.rojas12@example.com,Bucaramanga,Santander,2025-12-16,2025-12-23,core,5,76,4505700.0,1,13043700.0,0.1822,,,,,,0.0,0.0685,Siniestralidad,Efectivo,Davivienda,RECBVSIGBIAF,2026-01-26,776600.0,tardía,2026-01-09,pago_parcial,rojo,-455,45,0.9496,0.947,0.7697,11,0.6563,0.2045,0.892,0.0,12,no,sí,54,70,0,1,0,email,noche,en,no,sí,sí,58,,0.0,0.0,,callcenter,google,email,renewals,portal,2025-12-20,consulta renovación,72,no,alta,en_revision,soat,2025-12-09,electrónica,FAC2853UY8U1,2025-12-09,2026-01-17,no,,,,sí,,0,,5.192442,-74.452021,media,0.6514,PSE,no,,sí,TCKYIL8SA3IDY,cerrado,,2994,flag_no,,,4348,,,,2555,0.047,,,tag_b,8871,tag_b,,,0.1663,0.738,4501,,NA,,,887,,,flag_si,,,2863,,,,,,6216,5331,,0.0828,,,,tag_a,,,,6099,,,,9435,1636,3863,6240,,0.6032,7749
POLJ4D0JMU3MO,6890320-96,CLIWTLRJ4BDFH,jurídica,954848000,Empresa López S.A.S.,Masivo,Broker,BRK8ZGVWWUS,Broker Capital,Cumplimiento,Cumplimiento Contratos,B,COP,19573700.0,$1.000.000,basica+asistencia,2025-08-25,2025-11-23,trimestral,cancelada,sí,2025-11-23,cotizada,,1159700.0,178700.0,1338400.0,recaudo,mensual,al_dia,0,0.0,2025-09-30,0,0.0,0.0,79,44,B,ASES001,Laura Gómez,2025-12-28,reagenda,visita,2026-02-05,,+573697787747,empresa.lopez84@example.com,Bucaramanga,Santander,2025-04-29,2025-12-22,batch_import,4,35,7278800.0,3,21255300.0,0.2489,,2026-01-01,,enviada,,0.1148,0.1844,Ajuste técnico,Transferencia,,RECU4CFILKJX,,0.0,normal,,,rojo,-59,45,0.7918,0.8143,0.8526,8,0.9763,0.1362,0.0,0.1579,0,no,sí,1,100,2,0,0,llamada,tarde,es,sí,sí,sí,65,,0.1321,153200.0,Renueva 2026,referido,meta,,q1_2026,whatsapp,2026-01-17,cambio cobertura,71,no,alta,completa,,2025-10-15,manual,FACS9DWD7OI0,2025-11-26,2025-12-14,sí,2025-11-15,cambio_cobertura,u_admin,sí,datos_inconsistentes,2,siniestro,7.760623,-77.217158,media,0.4964,,no,,no,,,,,,,,0.8191,0.7994,,,,tag_b,,0.6947,0.2721,118,,,0.5902,,,6385,0.361,,,8464,0.0916,0.9173,0.1368,4664,8715,0.9502,,0.446,,,7418,,3076,,,flag_si,,,,134,,,,,,0.1851,tag_b,519,,0.5419,flag_si,,,
POLRYLLWB7SJW,4334029-56,CLI1I1P0BQ1S9,natural,252512023,Miguel López,PYME,Directo,,,Vida,Vida Individual,C,COP,8332400.0,0,premium,2025-01-18,2025-02-17,mensual,cancelada,no,,,,2000900.0,295500.0,2296400.0,recaudo,mensual,al_dia,0,0.0,2026-01-16,1,877400.0,0.3821,70,71,B,ASES005,María Torres,2025-12-22,reagenda,email,2026-02-02,Enviar propuesta,+573679580831,miguel.lopez56@example.com,Medellín,Antioquia,2025-02-24,2025-12-28,broker,4,17,7897800.0,3,27309400.0,0.1716,,,,,,0.0,0.1581,Siniestralidad,Débito automático,Banco de Bogotá,RECDW79WCXZ2,,0.0,normal,,,rojo,-338,45,0.7828,0.8787,0.7416,11,0.5236,0.2422,0.569,0.2543,32,no,sí,3,84,0,1,0,llamada,mañana,en,sí,sí,no,73,,0.0,0.0,,,linkedin,,renewals,llamada,2025-12-18,soporte,42,no,baja,incompleta,soat,2025-10-02,,,,,sí,2026-01-13,cambio_cobertura,,no,,2,,8.579362,-75.86458,media,0.9244,Transferencia,sí,2025-05-07,no,,,8830,0.3153,,9035,,,,,,717,0.5395,,0.7907,,,,6366,8615,9671,,,1161,,tag_b,flag_si,,5913,6814,0.3188,0.6259,,8667,,,,NA,,8710,,,9339,2931,9144,,,5864,6997,0.886,,,,,,tag_b,tag_a,5319,0.6159,,5299
POLA9HL1737SU,3595683-22,CLI0MQ8ABKAE6,natural,773764920,Miguel Rojas,Masivo,Broker,BRKYPMLVAK9,Broker Integral,Pyme,Pyme Multirriesgo,Silver,COP,3382400.0,5%,ampliada,2025-03-02,2026-03-02,anual,vigente,sí,2026-03-02,pendiente,,1698500.0,234300.0,1932800.0,financiado,mensual,al_dia,0,0.0,2025-11-09,3,3587500.0,1.8561,46,90,B,ASES004,Carlos Díaz,2025-12-16,no_contactado,llamar,2026-02-01,Cliente solicita ajuste de cobertura,+573148614668,miguel.rojas34@example.com,Medellín,Antioquia,2025-09-26,2025-12-29,core,4,113,9829700.0,4,32826900.0,0.4559,precio,,,,,0.0,0.1641,Siniestralidad,Transferencia,,REC3DXB3N27M,,0.0,normal,,,amarillo,40,45,0.7344,0.8583,0.8284,6,1.0,0.0869,1.284,0.5218,0,no,sí,36,71,0,1,0,whatsapp,noche,es,sí,sí,sí,92,,0.0553,93900.0,Renueva 2026,callcenter,,cpc,renewals,portal,2026-01-03,cambio cobertura,19,sí,alta,incompleta,cedula,2025-11-22,,,,,sí,2025-11-12,,u_comercial,sí,,4,siniestro,5.836977,-75.920186,alta,0.2963,Débito,sí,2025-05-20,sí,TCKRXHW0IC1L7,abierto,,,0.5127,0.2307,,,flag_no,0.1765,0.2205,,1823,,,,3471,,,,,2315,301,,0.1864,,,,,4444,,136,,5901,0.7796,,0.3501,3787,NA,flag_si,0.0578,,1442,,,,flag_si,,tag_a,,,,,,3869,NA,,,,,flag_si
